event_id,session_id,packet_id,unit_id,pulse_role,onset_sample,duration_samples,end_sample_exclusive,logical_channel,channel_role,motif_id,motif_hash,motif_source_order,identity_mode,relative_event_gain,gain_source
s01_p0037_e03,1,s01_p0037,s01_p0037_u03,packet_continuation,824247,1127,825374,0,support,medoid_64_009,c311d8cdc11161b609951bc9eff3fe877a75ab9c74105c6a6ffd43fd9689e838,9,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0037_e04,1,s01_p0037,s01_p0037_u04,packet_continuation,827151,1283,828434,1,support,medoid_64_023,792ebd275e62bacf4f1aeebc4fc8f173566198a61d0d859a6f3e4325493a2fd9,23,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0037_e05,1,s01_p0037,s01_p0037_u05,packet_continuation,830222,841,831063,2,focus,medoid_64_045,841cd5a88eee2736318b0306142bfd2ae7060b9e62db1befc9805825e0da5826,45,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0037_e06,1,s01_p0037,s01_p0037_u06,packet_continuation,833124,841,833965,3,support,medoid_64_045,841cd5a88eee2736318b0306142bfd2ae7060b9e62db1befc9805825e0da5826,45,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0038_e00,1,s01_p0038,s01_p0038_u00,packet_start,841099,841,841940,1,support,medoid_64_045,841cd5a88eee2736318b0306142bfd2ae7060b9e62db1befc9805825e0da5826,45,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0038_e01,1,s01_p0038,s01_p0038_u01,packet_continuation,843775,261,844036,2,focus,medoid_64_050,a512e401d22874cc127187416851e5ab3b4c6bcb11dacd66b4a295f6e38d1b63,50,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0038_e02,1,s01_p0038,s01_p0038_u02,packet_continuation,846748,314,847062,4,support,medoid_64_057,f0ef20c4260152bd92b54361171f50d30824b1d2f12f6bac223039e77695a54c,57,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0038_e03,1,s01_p0038,s01_p0038_u03,packet_continuation,849423,314,849737,5,support,medoid_64_057,f0ef20c4260152bd92b54361171f50d30824b1d2f12f6bac223039e77695a54c,57,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0038_e04,1,s01_p0038,s01_p0038_u04,packet_continuation,852171,314,852485,7,support,medoid_64_057,f0ef20c4260152bd92b54361171f50d30824b1d2f12f6bac223039e77695a54c,57,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0039_e00,1,s01_p0039,s01_p0039_u00,packet_start,871970,314,872284,5,support,medoid_64_057,f0ef20c4260152bd92b54361171f50d30824b1d2f12f6bac223039e77695a54c,57,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0039_e01,1,s01_p0039,s01_p0039_u01,packet_continuation,874852,314,875166,6,support,medoid_64_057,f0ef20c4260152bd92b54361171f50d30824b1d2f12f6bac223039e77695a54c,57,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0039_e02,1,s01_p0039,s01_p0039_u02,packet_continuation,877077,314,877391,7,support,medoid_64_057,f0ef20c4260152bd92b54361171f50d30824b1d2f12f6bac223039e77695a54c,57,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0039_e03,1,s01_p0039,s01_p0039_u03,packet_continuation,880241,1107,881348,0,support,medoid_64_014,44f35ec6ae216e59c1104ecd66809eb9c94d34c61c89b9dd342ab5f430d8b33b,14,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0039_e04,1,s01_p0039,s01_p0039_u04,packet_continuation,882399,1107,883506,1,support,medoid_64_014,44f35ec6ae216e59c1104ecd66809eb9c94d34c61c89b9dd342ab5f430d8b33b,14,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0039_e05,1,s01_p0039,s01_p0039_u05,packet_continuation,884362,131,884493,2,focus,medoid_64_034,7090dcf60d33d2c5ebde8c82b09ea92ce48ae96d5f0be777764f3e5eeec46cbe,34,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0039_e06,1,s01_p0039,s01_p0039_u06,packet_continuation,886563,131,886694,3,support,medoid_64_034,7090dcf60d33d2c5ebde8c82b09ea92ce48ae96d5f0be777764f3e5eeec46cbe,34,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0040_e00,1,s01_p0040,s01_p0040_u00,packet_start,908029,131,908160,1,support,medoid_64_034,7090dcf60d33d2c5ebde8c82b09ea92ce48ae96d5f0be777764f3e5eeec46cbe,34,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0040_e01,1,s01_p0040,s01_p0040_u01,packet_continuation,909872,1461,911333,2,focus,medoid_64_028,90d2bc2b7ab76f0b55c5f75501597ca06996dedf01492b40cf1819826aadef06,28,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0040_e02,1,s01_p0040,s01_p0040_u02,packet_continuation,912239,1218,913457,4,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0040_e03,1,s01_p0040,s01_p0040_u03,packet_continuation,914295,1283,915578,4,support,medoid_64_023,792ebd275e62bacf4f1aeebc4fc8f173566198a61d0d859a6f3e4325493a2fd9,23,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0040_e04,1,s01_p0040,s01_p0040_u04,packet_continuation,916558,357,916915,6,support,medoid_64_062,0c254250b7347e6f9388c52080d80052e583550a3a1aee099a060ad5cd5664ae,62,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0040_e05,1,s01_p0040,s01_p0040_u05,packet_continuation,919811,704,920515,0,support,medoid_64_035,4551a4db6185998f47b4c5c4d11006d61f7648e8d3278944364857f346bbc75b,35,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0041_e00,1,s01_p0041,s01_p0041_u00,packet_start,919436,704,920140,4,support,medoid_64_035,4551a4db6185998f47b4c5c4d11006d61f7648e8d3278944364857f346bbc75b,35,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0041_e01,1,s01_p0041,s01_p0041_u01,packet_continuation,922108,704,922812,5,support,medoid_64_035,4551a4db6185998f47b4c5c4d11006d61f7648e8d3278944364857f346bbc75b,35,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0041_e02,1,s01_p0041,s01_p0041_u02,packet_continuation,924728,1265,925993,6,support,medoid_64_018,235d9f815e70acc5d2f87513a68caa3e4df039aca3511e7c57ade2b188627e68,18,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0041_e03,1,s01_p0041,s01_p0041_u03,packet_continuation,927719,1321,929040,7,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0041_e04,1,s01_p0041,s01_p0041_u04,packet_continuation,929903,1321,931224,0,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0041_e05,1,s01_p0041,s01_p0041_u05,packet_continuation,933101,1321,934422,1,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0042_e00,1,s01_p0042,s01_p0042_u00,packet_start,931149,1321,932470,1,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0042_e01,1,s01_p0042,s01_p0042_u01,packet_continuation,933433,892,934325,2,focus,medoid_64_051,ca6f400424aa0b7cf2ca9a947c7ec25efae670200d89deeab2d1fc790738fbf0,51,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0042_e02,1,s01_p0042,s01_p0042_u02,packet_continuation,936212,834,937046,3,support,medoid_64_053,316c99d0754133e6e541d58b9e464fc10088e3c54e016e7518fa1ad4a91e1b53,53,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0042_e03,1,s01_p0042,s01_p0042_u03,packet_continuation,938982,741,939723,5,support,medoid_64_015,6d1e6034a39b380258d099c6ea15b9c50b4dec156d1dd44655a2193436900348,15,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0042_e04,1,s01_p0042,s01_p0042_u04,packet_continuation,940902,1300,942202,6,support,medoid_64_017,e65c0929634ee1941090b4c008735c046c3978a5b658a6d6279866f5b94de2a0,17,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0042_e05,1,s01_p0042,s01_p0042_u05,packet_continuation,943649,679,944328,0,support,residual_supplement_018,7b43c403628a90370b1c0bde7ad05ca3e51183b8c26144243bc947212cf635cf,78,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0042_e06,1,s01_p0042,s01_p0042_u06,packet_continuation,946680,872,947552,2,focus,medoid_64_052,e3fcfc24baf4ae72fc4bf3e014121c8ef02fa45e63687b0eaa1cd46f8ea15f4e,52,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0043_e00,1,s01_p0043,s01_p0043_u00,packet_start,942183,1256,943439,7,support,medoid_64_037,a4a78de4d710202386a2341b7faeb41b7d6389281dbc0a962d782fd039762732,37,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0043_e01,1,s01_p0043,s01_p0043_u01,packet_continuation,944258,1256,945514,0,support,medoid_64_037,a4a78de4d710202386a2341b7faeb41b7d6389281dbc0a962d782fd039762732,37,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0043_e02,1,s01_p0043,s01_p0043_u02,packet_continuation,947456,1256,948712,1,support,medoid_64_037,a4a78de4d710202386a2341b7faeb41b7d6389281dbc0a962d782fd039762732,37,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0043_e03,1,s01_p0043,s01_p0043_u03,packet_continuation,950058,1256,951314,2,focus,medoid_64_037,a4a78de4d710202386a2341b7faeb41b7d6389281dbc0a962d782fd039762732,37,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0043_e04,1,s01_p0043,s01_p0043_u04,packet_continuation,952477,1256,953733,3,support,medoid_64_037,a4a78de4d710202386a2341b7faeb41b7d6389281dbc0a962d782fd039762732,37,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0043_e05,1,s01_p0043,s01_p0043_u05,packet_continuation,955207,741,955948,4,support,medoid_64_015,6d1e6034a39b380258d099c6ea15b9c50b4dec156d1dd44655a2193436900348,15,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0044_e00,1,s01_p0044,s01_p0044_u00,packet_start,954193,1192,955385,7,support,medoid_64_019,5c08f9e1c279c6177f86f94653dc19af2e9c9f4eb1301c9ed9508e660560947b,19,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0044_e01,1,s01_p0044,s01_p0044_u01,packet_continuation,956501,940,957441,0,support,medoid_64_026,7fc40b2dd049125efda3ce46f5c0c8e1ed6281c4589d977a2ee022c4d8c232a0,26,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0044_e02,1,s01_p0044,s01_p0044_u02,packet_continuation,958823,1218,960041,1,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0044_e03,1,s01_p0044,s01_p0044_u03,packet_continuation,960853,1265,962118,4,support,medoid_64_018,235d9f815e70acc5d2f87513a68caa3e4df039aca3511e7c57ade2b188627e68,18,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0044_e04,1,s01_p0044,s01_p0044_u04,packet_continuation,963220,412,963632,4,support,medoid_64_060,d888d600d0aa35febf5732fcde62120c573431a75914bc96ff89d687ba682925,60,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e00,1,s01_p0045,s01_p0045_u00,packet_start,966887,824,967711,3,support,medoid_64_054,6fcc8f9ffd4700e591ea1d932dade06922a9a6d370a815c8e41689aff3944ef4,54,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e01,1,s01_p0045,s01_p0045_u01,packet_continuation,969593,824,970417,4,support,medoid_64_054,6fcc8f9ffd4700e591ea1d932dade06922a9a6d370a815c8e41689aff3944ef4,54,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e02,1,s01_p0045,s01_p0045_u02,packet_continuation,971890,824,972714,5,support,medoid_64_054,6fcc8f9ffd4700e591ea1d932dade06922a9a6d370a815c8e41689aff3944ef4,54,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e03,1,s01_p0045,s01_p0045_u03,packet_continuation,974727,1033,975760,6,support,medoid_64_041,0851ebd4525df1c13955a07864e3c329859f5e9776edb431113457a93879574e,41,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e04,1,s01_p0045,s01_p0045_u04,packet_continuation,977794,131,977925,7,support,medoid_64_034,7090dcf60d33d2c5ebde8c82b09ea92ce48ae96d5f0be777764f3e5eeec46cbe,34,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e05,1,s01_p0045,s01_p0045_u05,packet_continuation,980439,1321,981760,0,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e06,1,s01_p0045,s01_p0045_u06,packet_continuation,983603,1283,984886,1,support,medoid_64_023,792ebd275e62bacf4f1aeebc4fc8f173566198a61d0d859a6f3e4325493a2fd9,23,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0045_e07,1,s01_p0045,s01_p0045_u07,packet_continuation,986186,1399,987585,2,focus,medoid_64_039,658ad73aab6a09ebbba90fd12a2caa26ede9a8916621eca2170c1ebe9f2922a2,39,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e00,1,s01_p0046,s01_p0046_u00,packet_start,979387,456,979843,1,support,medoid_64_056,cbbf967f222bab2251949d57a90a9ccb4ef5bdd24ebc3e08f8d76ee0c53750d3,56,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e01,1,s01_p0046,s01_p0046_u01,packet_continuation,981162,456,981618,2,focus,medoid_64_056,cbbf967f222bab2251949d57a90a9ccb4ef5bdd24ebc3e08f8d76ee0c53750d3,56,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e02,1,s01_p0046,s01_p0046_u02,packet_continuation,983805,456,984261,3,support,medoid_64_056,cbbf967f222bab2251949d57a90a9ccb4ef5bdd24ebc3e08f8d76ee0c53750d3,56,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e03,1,s01_p0046,s01_p0046_u03,packet_continuation,985798,1167,986965,4,support,medoid_64_010,383cd0aad8a405e957fe42a0d6c1a54e2fe681a4a994599b9076701112d73bb1,10,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e04,1,s01_p0046,s01_p0046_u04,packet_continuation,989047,872,989919,5,support,medoid_64_052,e3fcfc24baf4ae72fc4bf3e014121c8ef02fa45e63687b0eaa1cd46f8ea15f4e,52,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e05,1,s01_p0046,s01_p0046_u05,packet_continuation,991983,1224,993207,6,support,medoid_64_016,e8270c267bd75c44093c42d22b2d3080f90396b1aed4d9073345030eda6ac2c6,16,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e06,1,s01_p0046,s01_p0046_u06,packet_continuation,994842,1218,996060,7,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0046_e07,1,s01_p0046,s01_p0046_u07,packet_continuation,997031,1218,998249,0,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0047_e00,1,s01_p0047,s01_p0047_u00,packet_start,1068306,1218,1069524,0,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0047_e01,1,s01_p0047,s01_p0047_u01,packet_continuation,1069906,1218,1071124,0,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0047_e02,1,s01_p0047,s01_p0047_u02,packet_continuation,1072507,1218,1073725,1,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0047_e03,1,s01_p0047,s01_p0047_u03,packet_continuation,1075610,1218,1076828,3,support,residual_supplement_008,7188e57e41c338b8cd13623f02775a74a05c8b9d156c2e0ded950933b279c450,69,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0047_e04,1,s01_p0047,s01_p0047_u04,packet_continuation,1078750,1231,1079981,4,support,medoid_64_020,01d47e178d50ee99a009ae62eae35ceb8b3cfcc12263903b80edf88016dbe483,20,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0048_e00,1,s01_p0048,s01_p0048_u00,packet_start,1131863,1231,1133094,2,focus,medoid_64_020,01d47e178d50ee99a009ae62eae35ceb8b3cfcc12263903b80edf88016dbe483,20,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0048_e01,1,s01_p0048,s01_p0048_u01,packet_continuation,1134844,300,1135144,3,support,residual_supplement_016,442788a166eae3f89aa598caa96aa0cd370372905fe583c89de9bcce38e55eff,76,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0048_e02,1,s01_p0048,s01_p0048_u02,packet_continuation,1137701,300,1138001,4,support,residual_supplement_016,442788a166eae3f89aa598caa96aa0cd370372905fe583c89de9bcce38e55eff,76,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0048_e03,1,s01_p0048,s01_p0048_u03,packet_continuation,1139688,300,1139988,5,support,residual_supplement_016,442788a166eae3f89aa598caa96aa0cd370372905fe583c89de9bcce38e55eff,76,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0048_e04,1,s01_p0048,s01_p0048_u04,packet_continuation,1141848,794,1142642,6,support,medoid_64_042,2c80d0e47b6ce4b141806d270cd1d9f91d2082bbdaae9cc0a8d13e4d8383facc,42,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0049_e00,1,s01_p0049,s01_p0049_u00,packet_start,1196065,794,1196859,1,support,medoid_64_042,2c80d0e47b6ce4b141806d270cd1d9f91d2082bbdaae9cc0a8d13e4d8383facc,42,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0049_e01,1,s01_p0049,s01_p0049_u01,packet_continuation,1198391,475,1198866,2,focus,medoid_64_036,629a4a4c36e449181b11f22020cb4b39089a1c8f6d1c2a61159e0e8eb63d361b,36,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0049_e02,1,s01_p0049,s01_p0049_u02,packet_continuation,1201446,1399,1202845,3,support,medoid_64_039,658ad73aab6a09ebbba90fd12a2caa26ede9a8916621eca2170c1ebe9f2922a2,39,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0049_e03,1,s01_p0049,s01_p0049_u03,packet_continuation,1203850,1178,1205028,4,support,medoid_64_027,a69e31464bd5651c179bf3992e0d5d111f684ca329fdeb85f1645ebff56d78e3,27,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0049_e04,1,s01_p0049,s01_p0049_u04,packet_continuation,1206433,1178,1207611,5,support,medoid_64_027,a69e31464bd5651c179bf3992e0d5d111f684ca329fdeb85f1645ebff56d78e3,27,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0050_e00,1,s01_p0050,s01_p0050_u00,packet_start,1210700,1178,1211878,2,focus,medoid_64_027,a69e31464bd5651c179bf3992e0d5d111f684ca329fdeb85f1645ebff56d78e3,27,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0050_e01,1,s01_p0050,s01_p0050_u01,packet_continuation,1213492,1303,1214795,4,support,residual_supplement_002,7f6cc2553756f6ff54637b4a66ac99baccafcd7d69e81732f440f51a71086b9a,66,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0050_e02,1,s01_p0050,s01_p0050_u02,packet_continuation,1215859,679,1216538,6,support,residual_supplement_018,7b43c403628a90370b1c0bde7ad05ca3e51183b8c26144243bc947212cf635cf,78,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0050_e03,1,s01_p0050,s01_p0050_u03,packet_continuation,1218363,679,1219042,6,support,residual_supplement_018,7b43c403628a90370b1c0bde7ad05ca3e51183b8c26144243bc947212cf635cf,78,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0050_e04,1,s01_p0050,s01_p0050_u04,packet_continuation,1220099,679,1220778,0,support,residual_supplement_018,7b43c403628a90370b1c0bde7ad05ca3e51183b8c26144243bc947212cf635cf,78,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0051_e00,1,s01_p0051,s01_p0051_u00,packet_start,1222763,131,1222894,3,support,medoid_64_034,7090dcf60d33d2c5ebde8c82b09ea92ce48ae96d5f0be777764f3e5eeec46cbe,34,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0051_e01,1,s01_p0051,s01_p0051_u01,packet_continuation,1224167,131,1224298,4,support,medoid_64_034,7090dcf60d33d2c5ebde8c82b09ea92ce48ae96d5f0be777764f3e5eeec46cbe,34,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0051_e02,1,s01_p0051,s01_p0051_u02,packet_continuation,1227351,131,1227482,5,support,medoid_64_034,7090dcf60d33d2c5ebde8c82b09ea92ce48ae96d5f0be777764f3e5eeec46cbe,34,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0051_e03,1,s01_p0051,s01_p0051_u03,packet_continuation,1229662,1210,1230872,6,support,medoid_64_032,923345c5e86d6a7aa7da5789b624de35f15b0e6e60327176c52db8b2d5f7182c,32,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0051_e04,1,s01_p0051,s01_p0051_u04,packet_continuation,1231949,834,1232783,7,support,medoid_64_053,316c99d0754133e6e541d58b9e464fc10088e3c54e016e7518fa1ad4a91e1b53,53,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0052_e00,1,s01_p0052,s01_p0052_u00,packet_start,1235954,583,1236537,7,support,medoid_64_058,608ff3dddf4c771aadceaeec2b78163bda297eae1b9b5b5cd00b629a6ecbff12,58,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0052_e01,1,s01_p0052,s01_p0052_u01,packet_continuation,1238790,583,1239373,0,support,medoid_64_058,608ff3dddf4c771aadceaeec2b78163bda297eae1b9b5b5cd00b629a6ecbff12,58,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0052_e02,1,s01_p0052,s01_p0052_u02,packet_continuation,1241660,583,1242243,1,support,medoid_64_058,608ff3dddf4c771aadceaeec2b78163bda297eae1b9b5b5cd00b629a6ecbff12,58,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0052_e03,1,s01_p0052,s01_p0052_u03,packet_continuation,1243903,583,1244486,2,focus,medoid_64_058,608ff3dddf4c771aadceaeec2b78163bda297eae1b9b5b5cd00b629a6ecbff12,58,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0052_e04,1,s01_p0052,s01_p0052_u04,packet_continuation,1245990,583,1246573,3,support,medoid_64_058,608ff3dddf4c771aadceaeec2b78163bda297eae1b9b5b5cd00b629a6ecbff12,58,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0052_e05,1,s01_p0052,s01_p0052_u05,packet_continuation,1248774,736,1249510,4,support,residual_supplement_020,0f3f8aded88e9939e6eb9a39cd7d15346e1daddcaf91d50cbae0d652b14767e1,80,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0053_e00,1,s01_p0053,s01_p0053_u00,packet_start,1249117,741,1249858,3,support,medoid_64_015,6d1e6034a39b380258d099c6ea15b9c50b4dec156d1dd44655a2193436900348,15,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0053_e01,1,s01_p0053,s01_p0053_u01,packet_continuation,1252029,1461,1253490,4,support,medoid_64_028,90d2bc2b7ab76f0b55c5f75501597ca06996dedf01492b40cf1819826aadef06,28,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0053_e02,1,s01_p0053,s01_p0053_u02,packet_continuation,1254029,794,1254823,5,support,medoid_64_042,2c80d0e47b6ce4b141806d270cd1d9f91d2082bbdaae9cc0a8d13e4d8383facc,42,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0053_e03,1,s01_p0053,s01_p0053_u03,packet_continuation,1256903,300,1257203,6,support,residual_supplement_016,442788a166eae3f89aa598caa96aa0cd370372905fe583c89de9bcce38e55eff,76,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0053_e04,1,s01_p0053,s01_p0053_u04,packet_continuation,1259011,628,1259639,7,support,residual_supplement_012,c430be70b316f7ea4c7c81589f4d259b1024e2330a93238e04fc77d1157a9ab5,72,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0054_e00,1,s01_p0054,s01_p0054_u00,packet_start,1255670,628,1256298,2,focus,residual_supplement_012,c430be70b316f7ea4c7c81589f4d259b1024e2330a93238e04fc77d1157a9ab5,72,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0054_e01,1,s01_p0054,s01_p0054_u01,packet_continuation,1258182,628,1258810,3,support,residual_supplement_012,c430be70b316f7ea4c7c81589f4d259b1024e2330a93238e04fc77d1157a9ab5,72,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0054_e02,1,s01_p0054,s01_p0054_u02,packet_continuation,1261084,628,1261712,4,support,residual_supplement_012,c430be70b316f7ea4c7c81589f4d259b1024e2330a93238e04fc77d1157a9ab5,72,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0054_e03,1,s01_p0054,s01_p0054_u03,packet_continuation,1264098,892,1264990,5,support,medoid_64_051,ca6f400424aa0b7cf2ca9a947c7ec25efae670200d89deeab2d1fc790738fbf0,51,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0054_e04,1,s01_p0054,s01_p0054_u04,packet_continuation,1266090,1461,1267551,6,support,medoid_64_028,90d2bc2b7ab76f0b55c5f75501597ca06996dedf01492b40cf1819826aadef06,28,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0054_e05,1,s01_p0054,s01_p0054_u05,packet_continuation,1268034,475,1268509,7,support,medoid_64_036,629a4a4c36e449181b11f22020cb4b39089a1c8f6d1c2a61159e0e8eb63d361b,36,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0054_e06,1,s01_p0054,s01_p0054_u06,packet_continuation,1270872,427,1271299,0,support,medoid_64_031,22433c088a27db0467499ce5adbff39dfffe15c216dfc758bfad0fe72a67f7b9,31,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0055_e00,1,s01_p0055,s01_p0055_u00,packet_start,1261491,427,1261918,3,support,medoid_64_031,22433c088a27db0467499ce5adbff39dfffe15c216dfc758bfad0fe72a67f7b9,31,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0055_e01,1,s01_p0055,s01_p0055_u01,packet_continuation,1263134,747,1263881,4,support,residual_supplement_003,ffd7162140488bf9c62f33641de8fc42f026b3810a0a3763f1051bed62d0bf2d,67,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0055_e02,1,s01_p0055,s01_p0055_u02,packet_continuation,1266489,747,1267236,5,support,residual_supplement_003,ffd7162140488bf9c62f33641de8fc42f026b3810a0a3763f1051bed62d0bf2d,67,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0055_e03,1,s01_p0055,s01_p0055_u03,packet_continuation,1268249,747,1268996,0,support,residual_supplement_003,ffd7162140488bf9c62f33641de8fc42f026b3810a0a3763f1051bed62d0bf2d,67,exact_frozen_identity,1.0,provisional_identity_1_0
